division_number,date_reported,date_occurred,area,area_name,reporting_district,part,crime_code,crime_description,modus_operandi,victim_age,victim_sex,victim_descent,premise_code,premise_description,weapon_code,weapon_description,status,status_description,crime_code_1,crime_code_2,crime_code_3,crime_code_4,location,cross_street,latitude,longitude,case_number
230414945,02-12-2023,02-12-2023 22:30,4,Hollenbeck,424,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1241 0401 0400,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,2100    LINCOLN PARK                 AV,,34.0692,-118.2025,937
231116361,02-12-2023,22-10-2023 18:00,11,Northeast,1132,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,341,,,,2900    HYPERION                     AV,,34.1092,-118.2713,938
231321555,04-12-2023,04-12-2023 11:45,13,Newton,1395,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1202,0,,,401,MINI-MART,,,IC,Invest Cont,440,,,,300 E  FLORENCE                     AV,,33.9784,-118.263,939
231016694,02-12-2023,30-11-2023 21:30,10,West Valley,1047,1,330,BURGLARY FROM VEHICLE,0344 1822 9999,23,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,17600    BURBANK                      BL,,34.1723,-118.5167,940
232117231,01-12-2023,07-11-2023 10:00,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,W,406,OTHER STORE,,,IC,Invest Cont,442,,,,6600    FALLBROOK                    AV,,34.1883,-118.6274,941
231614597,01-12-2023,01-12-2023 17:00,16,Foothill,1633,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,12300    GLAMIS                       ST,,34.2694,-118.4013,942
230125289,01-12-2023,30-11-2023 22:00,1,Central,154,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5TH                          ST,MAIN                         ST,34.0471,-118.2491,943
230717866,02-12-2023,02-12-2023 19:27,7,Wilshire,701,1,310,BURGLARY,1609 0344 2046,46,M,B,504,OTHER RESIDENCE,,,IC,Invest Cont,310,,,,500 N  HARPER                       AV,,34.0801,-118.3691,944
232018643,02-12-2023,02-12-2023 10:00,20,Olympic,2062,1,350,"THEFT, PERSON",0913 0360 0344 1310 1202 1309 0346 0319,60,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,WILTON                       PL,COUNTRY CLUB                 DR,34.0494,-118.3145,945
230320725,03-12-2023,03-12-2023 07:35,3,Southwest,363,2,354,THEFT OF IDENTITY,1822 0100 0922,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4100    SOMERSET                     DR,,34.0116,-118.3412,946
230125546,04-12-2023,04-12-2023 14:05,1,Central,152,1,761,BRANDISH WEAPON,0910 1822 0334 0443 0432 0319,0,,,835,7TH AND METRO CENTER (NOT LINE SPECIFIC),207,OTHER KNIFE,IC,Invest Cont,761,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586,947
231718652,03-12-2023,29-11-2023 14:50,17,Devonshire,1794,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,21,M,F,102,SIDEWALK,,,IC,Invest Cont,331,,,,18600    NAPA                         ST,,34.2264,-118.5383,948
230717918,03-12-2023,02-12-2023 20:30,7,Wilshire,763,1,330,BURGLARY FROM VEHICLE,0344 1822 0358,32,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1500 S  ORANGE GROVE                 AV,,34.0495,-118.366,949
231321407,01-12-2023,01-12-2023 02:50,13,Newton,1345,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1822 1309 1100,0,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,753,,,,HOOPER                       AV,MARTIN LUTHER KING JR        BL,34.0112,-118.2521,950
230222007,02-12-2023,02-11-2023 21:33,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325 1817 0913,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788,951
232117278,03-12-2023,16-11-2023 21:00,21,Topanga,2139,2,946,OTHER MISCELLANEOUS CRIME,0911 0913,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,7300    CORBIN                       AV,,34.2047,-118.5688,952
231614575,01-12-2023,03-02-2023 17:30,16,Foothill,1651,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,37,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,9900    OMELVENY                     AV,,34.2501,-118.4187,953
231518345,01-12-2023,30-11-2023 14:51,15,N Hollywood,1595,2,888,TRESPASSING,1501,61,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,3300    CANTON                       LN,,34.1337,-118.3847,954
230916983,02-12-2023,31-07-2023 18:45,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,19,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,14900    RAYMER                       ST,,34.2131,-118.4584,955
231321446,01-12-2023,29-11-2023 10:00,13,Newton,1347,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,42,M,H,101,STREET,,,IC,Invest Cont,420,,,,4100    COMPTON                      AV,,34.0086,-118.2474,956
232117297,04-12-2023,04-12-2023 16:40,21,Topanga,2129,2,624,BATTERY - SIMPLE ASSAULT,2004 0417 0421,0,,,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,930,,,SHERMAN                      WY,WINNETKA                     AV,34.2143,-118.5666,957
231224173,03-12-2023,02-12-2023 23:00,12,77th Street,1263,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1810 0913 0603 0319 0329 0444,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1600 W  84TH                         PL,,33.9618,-118.3047,958
230618523,02-12-2023,02-12-2023 11:00,6,Hollywood,678,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0400 0416,24,F,H,101,STREET,212,BOTTLE,IC,Invest Cont,230,,,,1000 N  SERRANO                      AV,,34.0885,-118.3064,959
230717966,04-12-2023,02-12-2023 06:20,7,Wilshire,759,2,354,THEFT OF IDENTITY,,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  BRONSON                      AV,,34.0495,-118.3215,960
231224193,04-12-2023,03-12-2023 19:30,12,77th Street,1248,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W  GAGE                         AV,,33.982,-118.2877,961
232117241,01-12-2023,01-12-2023 06:00,21,Topanga,2161,2,354,THEFT OF IDENTITY,930,44,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,23800    OXNARD                       ST,,34.1795,-118.6444,962
231614624,02-12-2023,02-12-2023 10:30,16,Foothill,1685,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1501,46,F,H,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,8200    LANKERSHIM                   BL,,34.2193,-118.3878,963
231820196,01-12-2023,01-12-2023 16:30,18,Southeast,1863,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 2000 0329 1300 1814,27,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,11800    AVALON                       BL,,33.9265,-118.2652,964
231820213,02-12-2023,01-12-2023 15:00,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 W  91ST                         ST,,33.9537,-118.2765,965
230221978,02-12-2023,02-12-2023 15:50,2,Rampart,204,1,210,ROBBERY,0945 1822 0104 0344 0325,0,M,W,203,OTHER BUSINESS,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,3600 W  SUNSET                       BL,,34.0898,-118.2769,966
230717973,04-12-2023,03-12-2023 18:35,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,,,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456,967
230125429,02-12-2023,02-12-2023 07:45,1,Central,132,2,888,TRESPASSING,2004 0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511,968
232018728,04-12-2023,02-12-2023 01:05,20,Olympic,2002,2,354,THEFT OF IDENTITY,1822 0100 0922 0930 0929 0344,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 N  WESTERN                      AV,,34.0799,-118.3113,969
231820315,04-12-2023,04-12-2023 10:30,18,Southeast,1846,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 0447 2004,44,F,H,121,YARD (RESIDENTIAL/BUSINESS),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,11300    HOOPER                       AV,,33.9318,-118.2522,970
230817575,01-12-2023,23-09-2023 08:00,8,West LA,893,2,354,THEFT OF IDENTITY,1822,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2600    GREENFIELD                   AV,,34.0358,-118.4299,971
230516485,03-12-2023,03-12-2023 20:30,5,Harbor,525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,24,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,300    MCDONALD                     AV,,33.7722,-118.271,972
230817595,01-12-2023,23-10-2023 19:00,8,West LA,811,2,354,THEFT OF IDENTITY,0922 0930,81,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500    PALISADES                    DR,,34.0444,-118.552,973
230320740,03-12-2023,03-12-2023 15:30,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0202 0344 1822,22,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,800 W  JEFFERSON                    BL,,34.0256,-118.288,974
230221970,02-12-2023,29-11-2023 18:00,2,Rampart,257,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    SHATTO                       ST,,34.0546,-118.2662,975
230415018,04-12-2023,21-11-2023 07:15,4,Hollenbeck,469,1,310,BURGLARY,0329 0344 1607,0,,,222,LAUNDROMAT,,,IC,Invest Cont,310,,,,500 S  LORENA                       ST,,34.0324,-118.198,976
230717961,03-12-2023,03-12-2023 16:02,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,,,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732,977
230125551,04-12-2023,04-12-2023 10:00,1,Central,146,1,210,ROBBERY,0917 1822 0344 0416 1252,0,,,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH,LOS ANGELES,34.0458,-118.2472,978
231614580,01-12-2023,05-10-2023 07:45,16,Foothill,1602,2,354,THEFT OF IDENTITY,1822 0928,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,12600    VAN NUYS                     BL,,34.2816,-118.4073,979
232018656,02-12-2023,02-12-2023 14:20,20,Olympic,2033,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2047 0913 0448 0444 2034 0603,67,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",305,FIXED OBJECT,IC,Invest Cont,230,,,,900 S  HARVARD                      BL,,34.0581,-118.3066,980
231820266,03-12-2023,03-12-2023 05:20,18,Southeast,1821,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,45,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FIGUEROA,97TH                         ST,33.9483,-118.2827,981
231224191,03-12-2023,03-12-2023 16:00,12,77th Street,1211,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0448 0401 1817 1266,25,M,B,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5300    ARLINGTON                    AV,,33.995,-118.3182,982
231820187,01-12-2023,22-11-2023 09:00,18,Southeast,1802,2,649,DOCUMENT FORGERY / STOLEN FELONY,2024,69,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,200 W  93RD                         ST,,33.956,-118.2772,983
231917423,04-12-2023,03-12-2023 17:00,19,Mission,1954,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,902,,,,10100 N  SEPULVEDA                    BL,,34.2536,-118.4674,984
232117279,03-12-2023,03-12-2023 15:25,21,Topanga,2187,2,860,BATTERY WITH SEXUAL CONTACT,2004,55,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,VENTURA,DON PIO,34.1685,-118.6058,985
230717836,02-12-2023,01-12-2023 11:30,7,Wilshire,784,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2200    ALSACE                       AV,,34.0374,-118.3532,986
230916978,02-12-2023,25-11-2023 20:23,9,Van Nuys,964,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1501,25,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387,987
231016687,02-12-2023,02-12-2023 11:01,10,West Valley,1023,2,903,CONTEMPT OF COURT,2038 0913 0443,40,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,903,,,,6600    TAMPA                        AV,,34.1904,-118.5534,988
230221968,01-12-2023,29-11-2023 22:00,2,Rampart,212,1,330,BURGLARY FROM VEHICLE,1307 1609 0329 0344,29,M,K,102,SIDEWALK,,,IC,Invest Cont,330,,,,500 N  VIRGIL                       AV,,34.0797,-118.2868,989
231518349,01-12-2023,30-11-2023 19:55,15,N Hollywood,1544,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BELLINGHAM,RIVERSIDE,34.1576,-118.3987,990
231016710,03-12-2023,02-12-2023 20:00,10,West Valley,1008,1,310,BURGLARY,1822 0344 1602,27,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,7600    BALBOA                       BL,,34.2084,-118.5012,991
231518375,01-12-2023,30-11-2023 18:05,15,N Hollywood,1516,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,32,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,6600    IRVINE                       AV,,34.1903,-118.3856,992
232117242,01-12-2023,01-07-2023 12:20,21,Topanga,2156,2,354,THEFT OF IDENTITY,929,43,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6200    CANOGA                       AV,,34.1865,-118.6017,993
231518501,03-12-2023,03-12-2023 07:15,15,N Hollywood,1588,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,3200    BLAIR                        DR,,34.1309,-118.3452,994
231917408,04-12-2023,03-12-2023 16:55,19,Mission,1918,2,901,VIOLATION OF RESTRAINING ORDER,2038,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,13600    FOOTHILL                     BL,,34.3069,-118.4297,995
231116328,01-12-2023,29-11-2023 08:00,11,Northeast,1107,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500    YOSEMITE                     DR,,34.1328,-118.1981,996
231321565,03-12-2023,03-12-2023 12:00,13,Newton,1309,1,310,BURGLARY,0397 1602 2004,0,,,213,WAREHOUSE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,2000 S  SANTA FE                     AV,,34.0211,-118.2302,997
231421136,02-12-2023,01-12-2023 23:40,14,Pacific,1463,1,310,BURGLARY,1609 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,5400    MCCONNELL                    AV,,33.9789,-118.4203,998
231518409,02-12-2023,01-12-2023 22:20,15,N Hollywood,1599,2,624,BATTERY - SIMPLE ASSAULT,0555 1501,63,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3600    REGAL                        PL,,34.1337,-118.3631,999
230125499,03-12-2023,03-12-2023 12:00,1,Central,159,1,330,BURGLARY FROM VEHICLE,1300 0329 1307 0344,28,M,B,101,STREET,,,IC,Invest Cont,330,,,,600    IMPERIAL                     ST,,34.0382,-118.2316,1000
230717812,01-12-2023,01-12-2023 00:30,7,Wilshire,765,2,888,TRESPASSING,1501 1309,22,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,,,,4700 W  PICO                         BL,,34.0486,-118.3383,1001
230125431,02-12-2023,02-12-2023 09:30,1,Central,119,2,888,TRESPASSING,910,0,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375,1002
230125438,02-12-2023,02-12-2023 04:50,1,Central,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1309,0,X,X,249,NURSERY/FLOWER SHOP,,,IC,Invest Cont,341,,,,600 E  8TH                          ST,,34.0394,-118.2496,1003
230125475,03-12-2023,02-12-2023 21:20,1,Central,181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,24,M,J,741,STAPLES CENTER *,,,IC,Invest Cont,341,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692,1004
230516469,01-12-2023,30-11-2023 21:45,5,Harbor,514,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1300,38,F,H,101,STREET,,,IC,Invest Cont,331,,,,1300 W  L                            ST,,33.786,-118.2795,1005
231820286,02-12-2023,01-12-2023 13:00,18,Southeast,1838,2,354,THEFT OF IDENTITY,0922 1822 0930,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1900 N  SANTA ANA                    BL,,33.9399,-118.2362,1006
232018678,03-12-2023,02-12-2023 21:00,20,Olympic,2014,1,330,BURGLARY FROM VEHICLE,0329 0344 1601 1822,51,M,H,101,STREET,,,IC,Invest Cont,330,,,,200 S  HARVARD                      BL,,34.0712,-118.3042,1007
231016677,03-12-2023,02-12-2023 22:00,10,West Valley,1001,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,19400    HATTON                       ST,,34.2099,-118.5573,1008
230125343,01-12-2023,01-12-2023 13:00,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375,1009
230222011,02-12-2023,02-12-2023 14:40,2,Rampart,246,2,888,TRESPASSING,1822 0910,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749,1010
231820247,02-12-2023,02-12-2023 19:10,18,Southeast,1829,2,624,BATTERY - SIMPLE ASSAULT,1822 0444 0429 0416,53,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9900 S  ALAMEDA                      ST,,33.9472,-118.2288,1011
230916989,02-12-2023,27-11-2023 12:00,9,Van Nuys,966,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,26,M,H,101,STREET,,,IC,Invest Cont,331,,,,13600    ADDISON                      ST,,34.1612,-118.4291,1012
232100925,02-12-2023,30-11-2023 17:00,21,Topanga,2115,1,330,BURGLARY FROM VEHICLE,1402 0344,82,M,O,108,PARKING LOT,,,IC,Invest Cont,330,998,,,21900    ROSCOE                       BL,,34.2196,-118.6045,1013
230125565,04-12-2023,23-11-2023 10:05,1,Central,121,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494,1014
230125485,03-12-2023,03-12-2023 14:00,1,Central,161,1,350,"THEFT, PERSON",344,35,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,350,,,,700 S  FIGUEROA,,34.0483,-118.2631,1015
230125361,01-12-2023,01-12-2023 11:00,1,Central,157,1,210,ROBBERY,1822 2004 1218 1402,34,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,998,,,7TH                          ST,CROCKER,34.04,-118.2458,1016
230717968,03-12-2023,02-12-2023 15:32,7,Wilshire,732,1,330,BURGLARY FROM VEHICLE,1609,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,6100    WILSHIRE                     BL,,34.0665,-118.3662,1017
231116466,04-12-2023,01-12-2023 20:00,11,Northeast,1184,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,0,,,101,STREET,,,IC,Invest Cont,331,,,,1800    LUCRETIA                     AV,,34.0842,-118.2519,1018
231421160,02-12-2023,01-12-2023 19:15,14,Pacific,1415,1,330,BURGLARY FROM VEHICLE,344,25,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1000    DOREEN                       PL,,34.0003,-118.4606,1019
230320755,04-12-2023,03-12-2023 20:30,3,Southwest,315,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2400 S  WESTERN                      AV,,34.034,-118.3133,1020
231614620,02-12-2023,02-12-2023 13:35,16,Foothill,1685,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ARMINTA,TUJUNGA,34.2135,-118.379,1021
230221967,01-12-2023,30-11-2023 20:45,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 0329,29,F,U,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,330,,,,1100    WILSHIRE                     BL,,34.0523,-118.2633,1022
230222051,04-12-2023,02-12-2023 13:00,2,Rampart,235,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ALVARADO,BEVERLY,34.067,-118.2701,1023
230320765,04-12-2023,04-12-2023 14:40,3,Southwest,353,1,210,ROBBERY,0104 0325 0431 1309 0945,0,,,405,CLOTHING STORE,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,3600    CRENSHAW                     BL,,34.0209,-118.3406,1024
231614599,02-12-2023,01-12-2023 22:30,16,Foothill,1689,2,624,BATTERY - SIMPLE ASSAULT,2004 0913 0416,28,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11000    OLINDA                       ST,,34.2229,-118.3728,1025
230817597,01-12-2023,19-11-2023 23:10,8,West LA,806,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,21,F,W,101,STREET,,,IC,Invest Cont,341,,,,1800    BEL AIR                      RD,,34.0956,-118.451,1026
231321387,01-12-2023,30-11-2023 19:00,13,Newton,1363,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 E  50TH                         ST,,33.9976,-118.2652,1027
231321483,02-12-2023,02-12-2023 02:08,13,Newton,1365,1,330,BURGLARY FROM VEHICLE,0344 1307 1202,72,M,H,101,STREET,,,IC,Invest Cont,330,,,,5200    LATHAM                       ST,,33.9957,-118.2514,1028
230320742,03-12-2023,29-11-2023 12:00,3,Southwest,326,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0360 0561 0913 1202 1242,72,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,2600 S  LA SALLE                     AV,,34.0327,-118.3054,1029
230222076,03-12-2023,02-12-2023 06:53,2,Rampart,245,2,354,THEFT OF IDENTITY,1822 0922,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  ALVARADO                     ST,,34.061,-118.2775,1030
231518478,04-12-2023,01-12-2023 10:00,15,N Hollywood,1596,1,310,BURGLARY,1822 0344 1609 0321,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11400    DONA LOLA                    DR,,34.1324,-118.379,1031
230125478,03-12-2023,02-12-2023 09:50,1,Central,171,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,41,F,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 S  FIGUEROA                     ST,,34.0457,-118.2665,1032
231116329,01-12-2023,29-11-2023 23:00,11,Northeast,1102,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,4500    COLORADO                     BL,,34.1417,-118.2697,1033
231917416,04-12-2023,03-12-2023 20:30,19,Mission,1964,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,TUPPER                       ST,VAN NUYS                     BL,34.2391,-118.4502,1034
231917356,02-12-2023,02-12-2023 21:30,19,Mission,1985,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0913,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,14600    RAYEN                        ST,,34.2317,-118.4502,1035
231116436,04-12-2023,23-11-2023 13:30,11,Northeast,1145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,44,F,W,402,MARKET,,,IC,Invest Cont,440,,,,2500    GLENDALE                     BL,,34.1025,-118.2592,1036
231016772,03-12-2023,02-12-2023 15:50,10,West Valley,1049,1,330,BURGLARY FROM VEHICLE,0344 1822 1609,0,,,108,PARKING LOT,,,IC,Invest Cont,330,,,,6300    WOODLEY                      AV,,34.1822,-118.4836,1037
230221950,02-12-2023,05-10-2023 13:35,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788,1038
