division_number,date_reported,date_occurred,area,area_name,reporting_district,part,crime_code,crime_description,modus_operandi,victim_age,victim_sex,victim_descent,premise_code,premise_description,weapon_code,weapon_description,status,status_description,crime_code_1,crime_code_2,crime_code_3,crime_code_4,location,cross_street,latitude,longitude,case_number
230320626,01-12-2023,01-12-2023 06:17,3,Southwest,333,2,354,THEFT OF IDENTITY,1822 0100 0922 0929 0930,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2600    VIRGINIA                     RD,,34.0326,-118.3395,443
230717898,02-12-2023,02-12-2023 18:30,7,Wilshire,735,2,886,DISTURBING THE PEACE,0603 0361 0913,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,600 S  DUNSMUIR                     AV,,34.0649,-118.3483,444
230817594,01-12-2023,28-11-2023 14:30,8,West LA,884,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,23,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,2300 S  BENTLEY                      AV,,34.0392,-118.4358,445
231518421,02-12-2023,21-11-2023 17:55,15,N Hollywood,1516,2,354,THEFT OF IDENTITY,0925 0930,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    LANKERSHIM                   BL,,34.1939,-118.3878,446
231820316,04-12-2023,03-12-2023 17:00,18,Southeast,1834,1,310,BURGLARY,1202 0344 1606,63,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1100 E  108TH                        ST,,33.9383,-118.2566,447
230717907,02-12-2023,02-12-2023 11:13,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0325 0104 2028,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732,448
231718567,02-12-2023,02-12-2023 18:30,17,Devonshire,1764,1,310,BURGLARY,0352 0344 0321 1606,58,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19500    CITRONIA                     ST,,34.2453,-118.5589,449
230125537,04-12-2023,03-12-2023 11:30,1,Central,195,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 E  16TH                         ST,,34.033,-118.2615,450
232018632,02-12-2023,01-12-2023 16:00,20,Olympic,2071,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,46,M,H,101,STREET,,,IC,Invest Cont,745,,,,3200 W  PICO                         BL,,34.0472,-118.3116,451
230414898,01-12-2023,01-12-2023 04:10,4,Hollenbeck,448,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2600    MEDFORD                      ST,,34.0628,-118.1951,452
231421152,02-12-2023,02-12-2023 02:30,14,Pacific,1454,1,520,VEHICLE - ATTEMPT STOLEN,344,25,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,520,,,,13400    MAXELLA                      AV,,33.9867,-118.4413,453
232018665,02-12-2023,02-12-2023 17:13,20,Olympic,2004,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0449 1402 1822,41,M,O,210,RESTAURANT/FAST FOOD,207,OTHER KNIFE,IC,Invest Cont,230,998,,,400 N  WESTERN                      AV,,34.0779,-118.3092,454
230415032,04-12-2023,02-10-2023 21:53,4,Hollenbeck,467,1,440,THEFT PLAIN - PETTY ($950 & UNDER),325,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,2700 E  1ST                          ST,,34.0421,-118.206,455
230917024,03-12-2023,02-12-2023 00:58,9,Van Nuys,901,1,310,BURGLARY,0344 0358 1607 1414 1420,0,X,X,220,NAIL SALON,,,IC,Invest Cont,310,,,,15300    SHERMAN                      WY,,34.2012,-118.4725,456
231321414,01-12-2023,01-12-2023 20:21,13,Newton,1333,2,354,THEFT OF IDENTITY,100,42,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,600 E  28TH                         ST,,34.0208,-118.2643,457
231224251,04-12-2023,04-12-2023 03:05,12,77th Street,1267,2,890,FAILURE TO YIELD,0914 1309,0,,,110,FREEWAY,,,IC,Invest Cont,890,,,,HARBOR                       FY,SLAUSON                      AV,33.9622,-118.285,458
231718559,01-12-2023,01-12-2023 14:45,17,Devonshire,1703,1,310,BURGLARY,0329 0352 0344 1609 0321,73,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,12100    STEWARTON                    DR,,34.2922,-118.5432,459
230125290,01-12-2023,01-12-2023 13:00,1,Central,192,2,860,BATTERY WITH SEXUAL CONTACT,0319 0305 0340 0522 1822 0416,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,HILL,WASHINGTON,34.0321,-118.2667,460
230414981,03-12-2023,03-12-2023 08:16,4,Hollenbeck,449,2,354,THEFT OF IDENTITY,100,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2500    POMEROY                      AV,,34.0534,-118.1978,461
231801024,02-12-2023,02-12-2023 20:10,18,Southeast,1832,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1100 0342 0302 1300 1407,56,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,940,998,,10700 S  GRAND                        AV,,33.9392,-118.2805,462
231116351,01-12-2023,01-12-2023 11:00,11,Northeast,1102,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0448 0417 0429 2000,34,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3900    VESELICH                     AV,,34.1255,-118.2702,463
231518395,02-12-2023,01-12-2023 21:30,15,N Hollywood,1563,1,510,VEHICLE - STOLEN,,0,,,109,PARK/PLAYGROUND,,,IC,Invest Cont,510,,,,4300    TROOST                       AV,,34.1476,-118.3867,464
231421086,01-12-2023,01-12-2023 02:45,14,Pacific,1409,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9600    EXPOSITION                   BL,,34.0286,-118.3981,465
231820229,03-12-2023,02-12-2023 18:00,18,Southeast,1871,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,139TH                        ST,HOOVER                       ST,33.9062,-118.2872,466
230320611,01-12-2023,29-11-2023 23:45,3,Southwest,311,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416 0408 0429 0446 1813,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,5400    SMILEY                       DR,,34.029,-118.3623,467
231321514,03-12-2023,03-12-2023 06:00,13,Newton,1325,2,354,THEFT OF IDENTITY,929,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 E  28TH                         ST,,34.0159,-118.2537,468
231518509,04-12-2023,04-12-2023 13:40,15,N Hollywood,1555,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0400,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,11000    MORRISON                     ST,,34.1611,-118.3704,469
231116457,04-12-2023,03-12-2023 20:00,11,Northeast,1113,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0903 2055 1513,0,,,101,STREET,,,IC,Invest Cont,745,946,,,2300    YOSEMITE                     DR,,34.1355,-118.2172,470
231016763,01-12-2023,01-12-2023 12:00,10,West Valley,1027,2,354,THEFT OF IDENTITY,1822,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6800    ALDEA                        AV,,34.1939,-118.5084,471
230222089,04-12-2023,28-10-2023 08:45,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788,472
232117185,01-12-2023,01-12-2023 21:30,21,Topanga,2139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0450,20,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,7400    JUMILLA                      AV,,34.2047,-118.5634,473
230916958,01-12-2023,25-11-2023 15:00,9,Van Nuys,969,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,F,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,12900    RIVERSIDE                    DR,,34.1576,-118.4138,474
230917059,04-12-2023,04-12-2023 09:30,9,Van Nuys,926,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,,,101,STREET,,,IC,Invest Cont,341,,,,SYLMAR                       AV,HAYNES                       AV,34.1897,-118.4465,475
231614590,01-12-2023,30-11-2023 10:00,16,Foothill,1681,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,12400    WICKS                        ST,,34.2273,-118.403,476
230516422,02-12-2023,12-11-2023 03:00,5,Harbor,585,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 1251 0527 1022 1822,15,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,812,,,500 W  19TH                         ST,,33.727,-118.288,477
231224166,01-12-2023,01-12-2023 05:00,12,77th Street,1205,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,24,F,H,104,DRIVEWAY,,,IC,Invest Cont,740,,,,1400 W  50TH                         ST,,33.9982,-118.3002,478
231001081,01-12-2023,01-12-2023 04:45,10,West Valley,1008,1,310,BURGLARY,0344 1822 1402 2004,0,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,998,,,8200    BALBOA                       BL,,34.2185,-118.5016,479
230125549,04-12-2023,28-11-2023 15:00,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,0,,,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,400 E  7TH                          ST,,34.0421,-118.2469,480
231518492,03-12-2023,03-12-2023 14:40,15,N Hollywood,1548,2,888,TRESPASSING,1822,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,IC,Invest Cont,888,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759,481
230125532,04-12-2023,03-12-2023 02:15,1,Central,176,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0329,0,X,X,108,PARKING LOT,,,IC,Invest Cont,745,998,,,400 E  7TH                          ST,,34.042,-118.2485,482
231016751,04-12-2023,04-12-2023 12:55,10,West Valley,1015,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,18200    SHERMAN                      WY,,34.2012,-118.5296,483
230916952,01-12-2023,01-12-2023 10:20,9,Van Nuys,909,2,888,TRESPASSING,1501,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,888,,,,13600    WYANDOTTE                    ST,,34.2031,-118.4291,484
231421186,01-12-2023,25-11-2023 11:58,14,Pacific,1469,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,34,F,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,5700 W  CENTINELA                    AV,,33.9764,-118.381,485
231321502,03-12-2023,03-12-2023 14:25,13,Newton,1343,1,480,BIKE - STOLEN,0344 2024,20,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,4000 S  CENTRAL                      AV,,34.0114,-118.2624,486
231718667,04-12-2023,27-11-2023 20:01,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583,487
230414968,03-12-2023,02-12-2023 20:30,4,Hollenbeck,478,2,624,BATTERY - SIMPLE ASSAULT,0913 0554 0400 0416,38,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3000    WHITTIER                     BL,,34.0307,-118.2074,488
231917340,02-12-2023,29-11-2023 10:30,19,Mission,1917,2,354,THEFT OF IDENTITY,,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,13000    DRONFIELD                    AV,,34.3107,-118.4409,489
232018682,03-12-2023,02-12-2023 06:30,20,Olympic,2015,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NORMANDIE                    AV,1ST                          ST,34.0737,-118.3004,490
231718637,01-12-2023,01-12-2023 15:20,17,Devonshire,1793,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,33,M,H,108,PARKING LOT,,,IC,Invest Cont,341,,,,8800    TAMPA                        AV,,34.2299,-118.5535,491
231224170,01-12-2023,01-12-2023 04:30,12,77th Street,1267,2,901,VIOLATION OF RESTRAINING ORDER,,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,500 W  82ND                         ST,,33.9643,-118.2827,492
232018630,02-12-2023,02-12-2023 19:00,20,Olympic,2022,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1607 0344 1612 0386 1822,26,M,H,101,STREET,,,IC,Invest Cont,331,,,,4200 W  4TH                          ST,,34.0672,-118.3122,493
232117255,01-12-2023,30-11-2023 17:30,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,0344 1609,21,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,6400    CANOGA                       AV,,34.1867,-118.5974,494
231718663,02-12-2023,28-11-2023 14:00,17,Devonshire,1747,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344,62,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,10400    RUBIO                        AV,,34.2598,-118.4958,495
232018611,01-12-2023,30-11-2023 18:00,20,Olympic,2001,1,330,BURGLARY FROM VEHICLE,1822 1307 1609 0344 0352,40,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5100    MAPLEWOOD                    AV,,34.0803,-118.3135,496
230817576,01-12-2023,01-12-2023 21:55,8,West LA,832,1,761,BRANDISH WEAPON,2004 1822 0417 0334,28,F,O,108,PARKING LOT,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,761,,,,SAN VICENTE,BARRINGTON,34.0535,-118.4655,497
231224094,01-12-2023,01-12-2023 05:10,12,77th Street,1205,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1822 1202,64,F,H,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,251,,,,4900 S  NORMANDIE                    AV,,33.9988,-118.3002,498
230415028,04-12-2023,06-10-2023 16:12,4,Hollenbeck,406,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,4400    VIA MARISOL,,34.0983,-118.1828,499
230320752,04-12-2023,03-12-2023 20:30,3,Southwest,398,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,41ST,FIGUEROA                     ST,34.0078,-118.2827,500
230817643,02-12-2023,02-12-2023 06:29,8,West LA,884,2,354,THEFT OF IDENTITY,0100 0935,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10700 W  PICO                         BL,,34.0419,-118.4247,501
231718556,02-12-2023,28-11-2023 12:00,17,Devonshire,1716,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11600    PASO ROBLES                  AV,,34.2811,-118.5032,502
231321440,01-12-2023,01-12-2023 09:10,13,Newton,1331,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,21,F,H,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2600    MAPLE                        AV,,34.0223,-118.2719,503
231321496,02-12-2023,02-12-2023 23:00,13,Newton,1394,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1241 0448 0400 0913,35,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 E  68TH                         ST,,33.9779,-118.2739,504
230817651,03-12-2023,03-12-2023 07:00,8,West LA,831,1,310,BURGLARY,1822 0344,43,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,11900    MAYFIELD                     AV,,34.0493,-118.4666,505
230415022,04-12-2023,02-10-2023 18:00,4,Hollenbeck,402,1,330,BURGLARY FROM VEHICLE,1300 1302 0344,0,,,104,DRIVEWAY,,,IC,Invest Cont,330,,,,3900    BERENICE                     AV,,34.0883,-118.2057,506
231718575,01-12-2023,28-11-2023 04:08,17,Devonshire,1794,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1202,60,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,,,,8500    NESTLE                       AV,,34.2246,-118.5307,507
230516380,01-12-2023,30-11-2023 20:00,5,Harbor,526,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 W  ANAHEIM                      ST,,33.7797,-118.2677,508
231518340,01-12-2023,30-11-2023 17:20,15,N Hollywood,1506,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",334,19,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,COHASSET,VINELAND,34.2066,-118.3703,509
232018634,02-12-2023,02-12-2023 12:15,20,Olympic,2024,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HARBOR                       BL,WILSHIRE                     BL,34.0636,-118.3047,510
230222092,04-12-2023,04-12-2023 13:13,2,Rampart,211,2,354,THEFT OF IDENTITY,1822 0922,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,500 N  KENMORE                      AV,,34.079,-118.2966,511
232018711,04-12-2023,01-12-2023 21:50,20,Olympic,2027,1,330,BURGLARY FROM VEHICLE,1822 1307 1609 0344 0354,33,M,W,101,STREET,,,IC,Invest Cont,330,,,,500 S  ALEXANDRIA                   AV,,34.0654,-118.2979,512
231614592,01-12-2023,01-12-2023 15:30,16,Foothill,1623,2,903,CONTEMPT OF COURT,2038 0913,31,F,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,903,,,,11000    HERRICK                      AV,,34.2698,-118.4133,513
230221891,01-12-2023,01-12-2023 10:30,2,Rampart,261,1,210,ROBBERY,0342 1822 1309 0344 0416 0446,66,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH                          ST,CARONDELET,34.0584,-118.2811,514
231224124,01-12-2023,01-12-2023 20:50,12,77th Street,1266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0408,36,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,700 W  81ST                         ST,,33.9655,-118.286,515
231224219,03-12-2023,03-12-2023 14:00,12,77th Street,1243,1,761,BRANDISH WEAPON,0913 0329 0400 0334 1817 1309 1310,30,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,761,,,,1800 W  64TH                         ST,,33.9814,-118.309,516
231718662,02-12-2023,02-12-2023 01:00,17,Devonshire,1781,1,330,BURGLARY FROM VEHICLE,344,37,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,21000    PARTHENIA                    ST,,34.2332,-118.5829,517
231820306,04-12-2023,11-10-2023 12:38,18,Southeast,1827,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,341,,,,9200    GRAPE                        ST,,33.953,-118.2363,518
231016701,03-12-2023,03-12-2023 05:30,10,West Valley,1063,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18600    BURBANK                      BL,,34.1724,-118.5388,519
232018659,01-12-2023,01-12-2023 09:15,20,Olympic,2056,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,71,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1000 S  VERMONT                      AV,,34.0509,-118.2937,520
232018657,02-12-2023,02-12-2023 05:55,20,Olympic,2024,2,624,BATTERY - SIMPLE ASSAULT,0202 1822 0416 0446,38,M,K,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047,521
230221939,02-12-2023,19-05-2023 17:10,2,Rampart,221,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,101,STREET,,,IC,Invest Cont,341,,,,4000    OAKWOOD                      AV,,34.0777,-118.2932,522
231917421,04-12-2023,03-12-2023 09:45,19,Mission,1936,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11400    AMBOY                        AV,,34.2767,-118.4477,523
230618515,03-12-2023,01-12-2023 20:00,6,Hollywood,635,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2000    HOLLY HILL                   TR,,34.1072,-118.3322,524
231016743,01-12-2023,27-11-2023 14:00,10,West Valley,1012,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0913 1801 0407 1258 0443,7,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,237,,,,7200    AMIGO                        AV,,34.2012,-118.5386,525
231917334,02-12-2023,02-12-2023 01:10,19,Mission,1916,2,901,VIOLATION OF RESTRAINING ORDER,2038 0360 2004,90,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,14000    HUBBARD                      ST,,34.3008,-118.4378,526
230817637,03-12-2023,18-11-2023 10:30,8,West LA,882,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,X,X,406,OTHER STORE,,,IC,Invest Cont,343,,,,11300 W  PICO                         BL,,34.038,-118.4436,527
231518368,01-12-2023,22-11-2023 11:00,15,N Hollywood,1595,1,330,BURGLARY FROM VEHICLE,344,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,3600    BERRY                        DR,,34.1353,-118.3803,528
230320732,04-12-2023,22-11-2023 13:00,3,Southwest,314,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700 W  ADAMS                        BL,,34.0326,-118.3253,529
230125328,01-12-2023,01-12-2023 18:03,1,Central,138,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,32,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,330,,,,200 S  CENTRAL                      AV,,34.0477,-118.2394,530
231016764,04-12-2023,02-12-2023 01:45,10,West Valley,1045,1,310,BURGLARY,1822 1607 0344,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,5500    LINDLEY                      AV,,34.1754,-118.5273,531
230125334,01-12-2023,28-11-2023 13:26,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 S  SANTA FE                     AV,,34.0383,-118.2305,532
230916975,02-12-2023,04-10-2023 18:46,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,47,F,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661,533
230415024,04-12-2023,04-10-2023 16:25,4,Hollenbeck,477,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0329 0344,0,,,710,OTHER PREMISE,,,IC,Invest Cont,331,,,,600 S  EVERGREEN                    AV,,34.0343,-118.2065,534
230916963,01-12-2023,04-09-2023 09:00,9,Van Nuys,939,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602,54,M,W,116,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,5500    ETHEL                        AV,,34.1703,-118.4182,535
231224200,04-12-2023,04-12-2023 00:45,12,77th Street,1249,1,210,ROBBERY,0344 1402 1822 0342 0400 0416 1310,39,M,O,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,998,,,64TH                         ST,FIGUEROA                     ST,33.9813,-118.2827,536
230817566,01-12-2023,01-12-2023 16:00,8,West LA,807,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,30,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,MULHOLLAND                   DR,N  BEVERLY GLEN                 BL,34.1306,-118.4422,537
231614639,03-12-2023,03-12-2023 09:30,16,Foothill,1656,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,33,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,7900    FOOTHILL                     BL,,34.2596,-118.3049,538
231421166,02-12-2023,01-12-2023 12:00,14,Pacific,1413,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,32,M,B,101,STREET,,,IC,Invest Cont,341,,,,6TH,BROADWAY,33.9946,-118.4682,539
231224182,03-12-2023,03-12-2023 05:30,12,77th Street,1269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1823 0913 0416 0445 0329 0444 0401,20,M,H,505,MOTEL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,800 E  MANCHESTER                   AV,,33.9638,-118.2629,540
230320659,01-12-2023,01-12-2023 17:00,3,Southwest,315,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0603 0443 1202,67,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,2600 S  WESTERN                      AV,,34.034,-118.3133,541
230221836,01-12-2023,01-12-2023 03:55,2,Rampart,246,1,210,ROBBERY,1218 2004 1822 0344 0416 0400,31,M,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,210,,,,WILSHIRE,ALVARADO,34.0579,-118.2759,542
230817638,03-12-2023,03-12-2023 05:00,8,West LA,893,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0358 0385,44,M,J,101,STREET,,,IC,Invest Cont,420,,,,2600    MILITARY                     AV,,34.0343,-118.43,543
